TABLE_NAME,FIELD_NAME,FIELD_TYPE,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,TRUTH_LEVEL,FILTER_POLICY,JOIN_ROLE
,ST_RATEAR,TEXT,ST_APPORTION,Indica rateio de ST,-,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,SF_ST_BASE,TEXT,ST_BASE_VALUE,Base de cálculo ST (Simples Fiscal),-,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,SF_ST_ICMS,TEXT,ST_ICMS_VALUE,Valor ICMS ST (Simples Fiscal),-,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,SF_ST_E210,TEXT,ST_E210_FLAG,Indicador de registro E210,-,0.80,ENRICHMENT,ALLOWED,OPTIONAL
PROD_UNID,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,UNIDADE,TEXT,UNIT_ID,Código da unidade de medida,Chave primária / Join com PRODUTOS.UNIDADE,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,DESCRICAO,TEXT,UNIT_DESCRIPTION,Descrição da unidade de medida,-,0.95,ENRICHMENT,ALLOWED,OPTIONAL
RECEBCTR,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador único do registro de controle de recebível,PK da tabela RECEBCTR,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CTRVENDA,ID,FOREIGN_KEY,Referência à venda que originou o recebível,JOIN com VENDAS.CTRVENDA,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,CONT,TEXT,BUSINESS_KEY,Número da duplicata / título,Usado junto com RECEBER.CONT,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,VRDUPL,DECIMAL,MEASURE,Valor original da duplicata,Soma financeira,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VRPAGO,DECIMAL,MEASURE,Valor já pago da duplicata,Comparar com PAGTO,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,EMISSAO,TEXT,TEMPORAL,Data de emissão do título,Filtro temporal,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VENCTO,TEXT,TEMPORAL,Data de vencimento do título,Análise de inadimplência,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,PAGTO,TEXT,TEMPORAL,Data do pagamento,JOIN com caixa/banco,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,FORMAP,ENUM,DIMENSION,Forma de pagamento do recebimento,JOIN com FORMAS_PAGTO,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,VENDEDOR,TEXT,DIMENSION,Vendedor responsável pela venda,JOIN com VENDEDORES,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,LOJA,TEXT,DIMENSION,Loja vinculada ao recebimento,JOIN com LOJAS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,BORDERO,TEXT,DIMENSION,Identificador do borderô bancário,JOIN com BORDERO,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,TIPO,ENUM,CLASSIFICATION,"Tipo do título (duplicata, cartão, convênio etc.)",Regra de negócio,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,TAXAP,TEXT,MEASURE,Taxa percentual aplicada,Cálculo financeiro,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,TAXAR,TEXT,MEASURE,Valor da taxa aplicada,Cálculo financeiro,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,CORRIGIDO,TEXT,FLAG,Indica se o valor foi corrigido,Regra de correção,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,BK_TAXAR,TEXT,AUDIT,Backup do valor da taxa,Auditoria,0.75,ENRICHMENT,ALLOWED,OPTIONAL
,BK_TAXAP,TEXT,AUDIT,Backup da taxa percentual,Auditoria,0.75,ENRICHMENT,ALLOWED,OPTIONAL
,BK_VRDUPL,TEXT,AUDIT,Backup do valor original da duplicata,Auditoria,0.75,ENRICHMENT,ALLOWED,OPTIONAL
RECEBER,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,STATE_SOURCE,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador único do título a receber,PK da tabela RECEBER,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CONT,TEXT,BUSINESS_KEY,Número do título,JOIN com RECEBCTR.CONT,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,DG,TEXT,CHECK_DIGIT,Dígito verificador do título,Validação bancária,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,CTRVENDA,ID,FOREIGN_KEY,Venda que originou o título,JOIN com VENDAS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,CTRCAIXA,ID,FOREIGN_KEY,Caixa onde ocorreu o recebimento,JOIN com CAIXA,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,VRDUPL,DECIMAL,MEASURE,Valor original do título,Base financeira,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VRREST,DECIMAL,MEASURE,Valor restante em aberto,Inadimplência,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VRPAGO,DECIMAL,MEASURE,Valor já pago,Soma de pagamentos,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VENCTO,TEXT,TEMPORAL,Data de vencimento,Aging,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,HIST,TEXT,DESCRIPTIVE,Histórico do título,Texto livre,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,CLIENTE,TEXT,FOREIGN_KEY,Cliente responsável pelo pagamento,JOIN com CLIENTES,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,EMISSAO,TEXT,TEMPORAL,Data de emissão do título,Filtro temporal,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,LOJA,TEXT,DIMENSION,Loja emissora,JOIN com LOJAS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VENDEDOR,TEXT,DIMENSION,Vendedor associado,JOIN com VENDEDORES,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,CUSTO,DECIMAL,MEASURE,Custo financeiro associado,Análise de margem,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,TIPO,ENUM,CLASSIFICATION,Tipo de recebível,Regra de negócio,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,STATUS,ENUM,STATUS,"Situação do título (aberto, pago, cancelado)",Workflow,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,COBRADOR,TEXT,DIMENSION,Responsável pela cobrança,JOIN com USUARIOS,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,DT_COBR,TEXT,TEMPORAL,Data da cobrança,SLA cobrança,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,COBR_COM,TEXT,MEASURE,Comissão de cobrança,Financeiro,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,CONVENIO,TEXT,DIMENSION,Convênio financeiro,JOIN com CONVENIOS,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,FATURADO,TEXT,FLAG,Indica se foi faturado,Processo fiscal,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,DESCONTADO,TEXT,FLAG,Indica se foi descontado,Regra financeira,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,OBSERVACAO,TEXT,DESCRIPTIVE,Observações adicionais,Texto livre,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,CTRNOTA,ID,FOREIGN_KEY,Nota fiscal vinculada,JOIN com NOTAS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,VRPARC,DECIMAL,MEASURE,Valor da parcela,Parcelamento,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,CTRPARC,ID,FOREIGN_KEY,Identificador do parcelamento,JOIN com RECEBER_PARC,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,REMESSA,TEXT,DIMENSION,Número de remessa bancária,CNAB,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,DOCBANCO,TEXT,DIMENSION,Documento bancário,Integração banco,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,NOTA,TEXT,BUSINESS_KEY,Número da nota fiscal,Join fiscal,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,CTREND,ID,FOREIGN_KEY,Endereço de cobrança,JOIN com ENDERECOS,0.80,ENRICHMENT,ALLOWED,OPTIONAL
,CONTA_BANCARIA,TEXT,FOREIGN_KEY,Conta bancária vinculada,JOIN com BANCOS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,NOSSO_NUMERO,TEXT,BUSINESS_KEY,Nosso número bancário,CNAB,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,COD_BARRAS,TEXT,BUSINESS_KEY,Código de barras do boleto,Leitura bancária,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,LINHA_DIGITAVEL,TEXT,BUSINESS_KEY,Linha digitável do boleto,Pagamento,0.95,ENRICHMENT,ALLOWED,OPTIONAL
RECEBER_PARC,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,STATE_SOURCE,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador do histórico de parcelamento,PK da tabela,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CTRPARC,ID,FOREIGN_KEY,Identificador do parcelamento,JOIN com RECEBER,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,DATA,DATE,TEMPORAL,Data da alteração do parcelamento,Auditoria,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,USUARIO,TEXT,DIMENSION,Usuário que realizou a ação,JOIN com USUARIOS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,HISTORICO,TEXT,DESCRIPTIVE,Histórico da renegociação,Texto livre,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,PARCELAS,TEXT,MEASURE,Quantidade de parcelas,Regra financeira,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,TOTAL,DECIMAL,MEASURE,Valor total parcelado,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CTRREC,ID,FOREIGN_KEY,Recebível original,JOIN com RECEBER,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,CONT,TEXT,BUSINESS_KEY,Número do título,Chave composta,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,VALOR,DECIMAL,MEASURE,Valor da nova parcela,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,NOVA,TEXT,FLAG,Indica se é um novo parcelamento,Regra de negócio,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,DESCONTOS,TEXT,MEASURE,Valor de descontos aplicados,Financeiro,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,ACRESCIMOS,TEXT,MEASURE,Valor de acréscimos aplicados,Financeiro,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,JUROS,TEXT,MEASURE,Valor de juros aplicados,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,REAJUSTES,TEXT,MEASURE,Valor de reajustes,Financeiro,0.85,ENRICHMENT,ALLOWED,OPTIONAL
RECEBER_STATUS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,STATE_SOURCE,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador único do status de recebimento,PK da tabela RECEBER_STATUS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,DESCRICAO,TEXT,DESCRIPTIVE,"Descrição do status do título (aberto, pago, cancelado etc.)",Usado em joins com RECEBER.STATUS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,FIXO,BOOLEAN,FLAG,Indica se o status é fixo/sistêmico,Regra de negócio,0.85,ENRICHMENT,ALLOWED,OPTIONAL
RECEBIDAS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador único do recebimento,PK da tabela RECEBIDAS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CTRRECEB,ID,FOREIGN_KEY,Referência ao título a receber,JOIN com RECEBER.CONTROLE,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CONT,TEXT,BUSINESS_KEY,Número do título recebido,JOIN com RECEBER.CONT,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,CTRVENDA,ID,FOREIGN_KEY,Venda associada ao recebimento,JOIN com VENDAS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,CLIENTE,TEXT,FOREIGN_KEY,Cliente que efetuou o pagamento,JOIN com CLIENTES,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,PAGTO,TEXT,TEMPORAL,Data do pagamento,Filtro temporal,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,EMISSAO,TEXT,TEMPORAL,Data de emissão do título,Histórico,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,VENCTO,TEXT,TEMPORAL,Data de vencimento original,Análise de atraso,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VRPAGO,DECIMAL,MEASURE,Valor efetivamente pago,Soma financeira,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,FORMAP,ENUM,DIMENSION,Forma de pagamento utilizada,JOIN com FORMAS_PAGTO,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,HISTORICO,TEXT,DESCRIPTIVE,Histórico do recebimento,Texto livre,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,DESCONTO,TEXT,MEASURE,Valor de desconto concedido,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,REAJUSTE,TEXT,MEASURE,Valor de reajuste aplicado,Financeiro,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,ACRESCIMO,TEXT,MEASURE,Valor de acréscimo aplicado,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,LOJA,TEXT,DIMENSION,Loja onde ocorreu o recebimento,JOIN com LOJAS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,USUARIO,TEXT,DIMENSION,Usuário que registrou o recebimento,JOIN com USUARIOS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,STATUS,ENUM,STATUS,Status do recebimento,JOIN com RECEBER_STATUS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,TIPO,ENUM,CLASSIFICATION,Tipo de recebimento,Regra de negócio,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,REC02,TEXT,FLAG,Indicador de consolidação/segunda via,Regra interna,0.75,ENRICHMENT,ALLOWED,OPTIONAL
,CTRCAIXA,ID,FOREIGN_KEY,Caixa onde o valor entrou,JOIN com CAIXA,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CTRNOTA,ID,FOREIGN_KEY,Nota fiscal vinculada,JOIN com NOTAS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,VRPARC,DECIMAL,MEASURE,Valor da parcela paga,Parcelamento,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CTRPARC,ID,FOREIGN_KEY,Identificador da parcela,JOIN com RECEBER_PARC,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,CTRBCO,ID,FOREIGN_KEY,Banco vinculado ao recebimento,JOIN com BANCOS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
RECEBIDAS02,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador do resumo de recebimentos,PK da tabela RECEBIDAS02,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,DATA,DATE,TEMPORAL,Data de consolidação dos recebimentos,Agrupamento diário,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,LOJA,TEXT,DIMENSION,Loja de referência,JOIN com LOJAS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,QTDNOTAS,TEXT,MEASURE,Quantidade de títulos/notas recebidas,Indicador operacional,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,SUBTOTAL,TEXT,MEASURE,Valor bruto antes de ajustes,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,JUROS,TEXT,MEASURE,Total de juros aplicados,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,REAJUSTE,TEXT,MEASURE,Total de reajustes,Financeiro,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,DESCONTO,TEXT,MEASURE,Total de descontos concedidos,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,TOTAL,DECIMAL,MEASURE,Valor líquido recebido,Indicador financeiro final,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,USUARIO,TEXT,DIMENSION,Usuário responsável pela consolidação,JOIN com USUARIOS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,ACRESCIMO,TEXT,MEASURE,Total de acréscimos aplicados,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
RECEBIDASFP,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador do registro de forma de pagamento recebida,PK da tabela RECEBIDASFP,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,REC02,TEXT,FOREIGN_KEY,Referência ao recebimento consolidado,JOIN com RECEBIDAS.REC02,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,FORMAP,ENUM,DIMENSION,Forma de pagamento utilizada,JOIN com FORMAS_PAGTO,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,VALOR,DECIMAL,MEASURE,Valor recebido nesta forma de pagamento,Soma financeira,0.95,ENRICHMENT,ALLOWED,OPTIONAL
RELATORIOS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,ID,ID,PRIMARY_KEY,Identificador único do relatório,PK da tabela RELATORIOS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,GRUPO,TEXT,DIMENSION,Grupo ou categoria do relatório,Filtro por grupo,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,DESCRICAO,TEXT,DESCRIPTIVE,Descrição do relatório,Exibição em UI,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ACESSO,TEXT,FLAG,Nível ou permissão de acesso,Regra de segurança,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,FORMATOS,TEXT,CONFIG,"Formatos disponíveis (PDF, XLS etc.)",Configuração,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,CHAVE,TEXT,BUSINESS_KEY,Identificador lógico do relatório,Usado por sistema,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,ORDEM,TEXT,ORDERING,Ordem de exibição,Ordenação,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,STATUS,ENUM,STATUS,Status do relatório (ativo/inativo),Filtro de disponibilidade,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ENDPOINT,TEXT,TECHNICAL,Endpoint da API do relatório,Integração,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,PARAMS,TEXT,TECHNICAL,Parâmetros internos do relatório,Execução,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,QUERYPARAMS,TEXT,TECHNICAL,Parâmetros de query externa,Integração,0.85,ENRICHMENT,ALLOWED,OPTIONAL
REQUISICOES,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,ID,ID,PRIMARY_KEY,Identificador da requisição,PK da tabela REQUISICOES,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_REQUISITANTE,TEXT,FOREIGN_KEY,Usuário ou setor solicitante,JOIN com USUARIOS/SETOR,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_REQUISITADO,TEXT,FOREIGN_KEY,Usuário ou setor requisitado,JOIN com USUARIOS/SETOR,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_TRANSF,TEXT,FOREIGN_KEY,Transferência associada,JOIN com TRANSFERENCIAS,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,DATA_SOLICITACAO,DATE,TEMPORAL,Data da solicitação,Linha do tempo,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,DATA_ENVIO,DATE,TEMPORAL,Data de envio da requisição,SLA,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,STATUS,ENUM,STATUS,Status da requisição,Fluxo do processo,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,URGENCIA,TEXT,PRIORITY,Grau de urgência da requisição,Priorização,0.90,ENRICHMENT,ALLOWED,OPTIONAL
REQUISICOES_ITENS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,ID,ID,PRIMARY_KEY,Identificador do item da requisição,PK da tabela REQUISICOES_ITENS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_REQUISICAO,TEXT,FOREIGN_KEY,Requisição vinculada,JOIN com REQUISICOES.ID,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_PRODUTO,TEXT,FOREIGN_KEY,Produto requisitado,JOIN com PRODUTOS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,QTD_REQUERIDA,TEXT,MEASURE,Quantidade solicitada,Controle de demanda,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,QTD_ENVIADA,TEXT,MEASURE,Quantidade efetivamente enviada,Atendimento,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,STATUS,ENUM,STATUS,Status do item da requisição,Fluxo por item,0.90,ENRICHMENT,ALLOWED,OPTIONAL
REQUISICOES_SERIAIS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,ID,ID,PRIMARY_KEY,Identificador do vínculo serial,PK da tabela REQUISICOES_SERIAIS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_REQUISICAO,TEXT,FOREIGN_KEY,Requisição associada,JOIN com REQUISICOES.ID,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_PRODUTO,TEXT,FOREIGN_KEY,Produto seriado,JOIN com PRODUTOS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ID_SERIAL,TEXT,FOREIGN_KEY,Identificador do serial,JOIN com SERIAIS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,SERIAL,TEXT,IDENTIFIER,Número de série do produto,Controle individual,0.95,ENRICHMENT,ALLOWED,OPTIONAL
REQ_STATUS,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,ID,ID,PRIMARY_KEY,Identificador do status da requisição,PK da tabela REQ_STATUS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,USUARIO,TEXT,FOREIGN_KEY,Usuário responsável pela operação,JOIN com USUARIOS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,SOLICITACAO,TEXT,DESCRIPTIVE,Descrição da solicitação executada,Registro informativo,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,INICIO,TEXT,TEMPORAL,Data e hora de início do processo,Controle de execução,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,FINAL,TEXT,TEMPORAL,Data e hora de finalização do processo,Duração do processo,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,ATUALIZACAO,TEXT,TEMPORAL,Última atualização do status,Monitoramento,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,STATUS,ENUM,STATUS,Status atual da requisição,Fluxo de execução,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,URL,TEXT,TECHNICAL,URL associada ao processo ou callback,Integração,0.85,ENRICHMENT,ALLOWED,OPTIONAL
,MENSAGEM,TEXT,DESCRIPTIVE,Mensagem de retorno ou erro,Log funcional,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,PERCENTUAL,TEXT,MEASURE,Percentual de conclusão do processo,Progresso,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_FORMATO,TEXT,CONFIG,Formato do arquivo de importação,Importação de dados,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_NOME_ARQ,TEXT,IDENTIFIER,Nome do arquivo importado,Rastreamento,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_DIRETORIO,TEXT,TECHNICAL,Diretório do arquivo de importação,Sistema de arquivos,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_LINHAS_TOTAL,TEXT,MEASURE,Total de linhas processadas,Métrica de volume,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_LINHAS_SUCESSO,TEXT,MEASURE,Linhas importadas com sucesso,Qualidade do processo,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_LINHAS_ERRO,TEXT,MEASURE,Linhas com erro na importação,Diagnóstico,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_LINHAS_ADVERT,TEXT,MEASURE,Linhas com advertência,Diagnóstico,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,IMPORT_URL_RETORNO,TEXT,TECHNICAL,URL de retorno pós-importação,Integração,0.85,ENRICHMENT,ALLOWED,OPTIONAL
SAT,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,NR_SAT,TEXT,PRIMARY_KEY,Número identificador do SAT,PK da tabela SAT,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,IP,TEXT,TECHNICAL,Endereço IP do equipamento SAT,Comunicação de rede,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,DIRETORIO,TEXT,TECHNICAL,Diretório de arquivos do SAT,Integração fiscal,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,ATIVO,BOOLEAN,FLAG,Indica se o SAT está ativo,Status operacional,0.95,ENRICHMENT,ALLOWED,OPTIONAL
SEG_GARANTIA,FIELD_NAME,TEXT,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,ENRICHMENT,ALLOWED,OPTIONAL
,CONTROLE,ID,PRIMARY_KEY,Identificador do registro de garantia,PK da tabela SEG_GARANTIA,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,PRODUTO,TEXT,FOREIGN_KEY,Produto vinculado à garantia,JOIN com PRODUTOS,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,PLANO,ENUM,FOREIGN_KEY,Plano de garantia contratado,JOIN com PLANOS,0.90,ENRICHMENT,ALLOWED,OPTIONAL
,INICIAL,TEXT,TEMPORAL,Data inicial da vigência da garantia,Período de cobertura,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,FINAL,TEXT,TEMPORAL,Data final da vigência da garantia,Período de cobertura,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,PREMIO_LIQ,DECIMAL,MEASURE,Valor líquido do prêmio da garantia,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,PREMIO_BRUTO,DECIMAL,MEASURE,Valor bruto do prêmio da garantia,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
,SEG_CODIGO,TEXT,IDENTIFIER,Código da seguradora ou apólice,Integração com seguradora,0.90,ENRICHMENT,ALLOWED,OPTIONAL
